,score,decoding_accuracy,measure,dataset
34,0.9775694811245155,1.0047846889952152,procrustes-angular-score,FreemanZiemba2013
35,0.9805236893682661,1.014354066985646,procrustes-angular-score,FreemanZiemba2013
36,0.9827799264635588,1.0382775119617222,procrustes-angular-score,FreemanZiemba2013
37,0.9841034427378311,0.985645933014354,procrustes-angular-score,FreemanZiemba2013
38,0.9845668984732691,0.971291866028708,procrustes-angular-score,FreemanZiemba2013
39,0.9845725698274116,1.0191387559808611,procrustes-angular-score,FreemanZiemba2013
40,0.9846110021841933,1.0191387559808611,procrustes-angular-score,FreemanZiemba2013
41,0.9850267262156301,1.004784688995215,procrustes-angular-score,FreemanZiemba2013
42,0.9859437263486882,1.0382775119617225,procrustes-angular-score,FreemanZiemba2013
43,0.9872991722786516,1.0526315789473684,procrustes-angular-score,FreemanZiemba2013
44,0.9888773035511734,0.9760765550239233,procrustes-angular-score,FreemanZiemba2013
45,0.9903555471030444,1.014354066985646,procrustes-angular-score,FreemanZiemba2013
