,score,decoding_accuracy,measure,dataset
21,0.9590958952903748,1.0104166666666667,cka,ultrametric
22,0.9619511961936951,1.0208333333333335,cka,ultrametric
23,0.964680016040802,1.0,cka,ultrametric
24,0.9672253131866455,1.0,cka,ultrametric
25,0.9695428013801575,0.9895833333333334,cka,ultrametric
26,0.9716097712516785,1.0,cka,ultrametric
27,0.9734287261962891,1.0000000000000002,cka,ultrametric
28,0.9750250577926636,0.9791666666666667,cka,ultrametric
29,0.9764374494552612,1.0,cka,ultrametric
30,0.9777109622955322,1.0,cka,ultrametric
31,0.9788890480995178,0.9791666666666667,cka,ultrametric
32,0.9800071716308594,0.9895833333333334,cka,ultrametric
33,0.9810863137245178,0.9791666666666667,cka,ultrametric
34,0.9821330904960632,1.0,cka,ultrametric
35,0.9831413626670837,0.9791666666666667,cka,ultrametric
36,0.9841002225875854,0.9895833333333334,cka,ultrametric
37,0.9849957227706909,0.96875,cka,ultrametric
38,0.9858167171478271,0.9791666666666667,cka,ultrametric
39,0.9865607619285583,0.9895833333333334,cka,ultrametric
40,0.9872312545776367,0.9791666666666667,cka,ultrametric
41,0.9878402352333069,0.9895833333333334,cka,ultrametric
42,0.9884018898010254,1.0104166666666667,cka,ultrametric
43,0.9889287352561951,0.9895833333333334,cka,ultrametric
44,0.9894338250160217,1.0000000000000002,cka,ultrametric
45,0.989923357963562,0.9895833333333334,cka,ultrametric
46,0.990399181842804,1.0,cka,ultrametric
