score,decoding_score,brain_decoding_score,decoding_accuracy,measure
0.14829025527105388,0.5248737373737373,0.8396675084175084,0.6291848690990541,procrustes-angular-score
0.198628770339209,0.5575126262626263,0.8396675084175084,0.6676076736144683,procrustes-angular-score
0.24872287317551023,0.5878787878787879,0.8396675084175084,0.7027524731607392,procrustes-angular-score
0.2976455303158011,0.6291666666666667,0.8396675084175084,0.7518528774774036,procrustes-angular-score
0.34483297534991764,0.6469065656565657,0.8396675084175084,0.7727796174690112,procrustes-angular-score
0.38996608462373605,0.6827651515151515,0.8396675084175084,0.8156059372343015,procrustes-angular-score
0.43289415421195343,0.6921717171717171,0.8396675084175084,0.8271897472264671,procrustes-angular-score
0.4735726046290425,0.7331439393939394,0.8396675084175084,0.874346789553183,procrustes-angular-score
0.5120230016851917,0.7531565656565657,0.8396675084175084,0.897463916155231,procrustes-angular-score
0.5483087557088602,0.7631944444444445,0.8396675084175084,0.9098261306234645,procrustes-angular-score
0.5825154784847921,0.7750631313131313,0.8396675084175084,0.9244321176772922,procrustes-angular-score
0.6147370883080883,0.7831439393939393,0.8396675084175084,0.9333395815271283,procrustes-angular-score
0.645066773977168,0.7938762626262627,0.8396675084175084,0.945788056510439,procrustes-angular-score
0.673591258777033,0.7995580808080808,0.8396675084175084,0.9528110715390044,procrustes-angular-score
0.7003891930440937,0.8101641414141415,0.8396675084175084,0.9655268101904291,procrustes-angular-score
0.7255321623794995,0.7992424242424243,0.8396675084175084,0.9524886405627522,procrustes-angular-score
0.7490861175795241,0.8049242424242424,0.8396675084175084,0.9587766367453323,procrustes-angular-score
0.7711124151941693,0.8210227272727272,0.8396675084175084,0.9780243047944991,procrustes-angular-score
0.7916687301433747,0.8224116161616162,0.8396675084175084,0.9789199389898088,procrustes-angular-score
0.8108102833025913,0.8244949494949495,0.8396675084175084,0.9825087845228526,procrustes-angular-score
0.8285914307617515,0.8234217171717172,0.8396675084175084,0.9806950447328725,procrustes-angular-score
0.8450668893606934,0.8350378787878787,0.8396675084175084,0.9946947997516966,procrustes-angular-score
0.8602922462493408,0.8218434343434343,0.8396675084175084,0.9787862358028719,procrustes-angular-score
0.8743226703210817,0.8208964646464646,0.8396675084175084,0.9778266517542813,procrustes-angular-score
0.8872103026826547,0.8294191919191919,0.8396675084175084,0.9876791107453281,procrustes-angular-score
0.8990030417838094,0.8275883838383838,0.8396675084175084,0.9852561963379975,procrustes-angular-score
0.9097431502675501,0.834469696969697,0.8396675084175084,0.9943795741935084,procrustes-angular-score
0.91946494562438,0.8309974747474748,0.8396675084175084,0.989578333459819,procrustes-angular-score
0.9281952335016277,0.8333333333333334,0.8396675084175084,0.99164461061959,procrustes-angular-score
0.9359560258157643,0.8277777777777778,0.8396675084175084,0.9851382839922502,procrustes-angular-score
0.9427714544439748,0.8393308080808081,0.8396675084175084,0.999366360938765,procrustes-angular-score
0.9486763709708481,0.8382575757575756,0.8396675084175084,0.9986601084933991,procrustes-angular-score
0.9537196051127157,0.837310606060606,0.8396675084175084,0.996605411678461,procrustes-angular-score
0.9579650656717612,0.8403409090909091,0.8396675084175084,1.000696819334323,procrustes-angular-score
0.9614896551609552,0.8349747474747474,0.8396675084175084,0.9945011395126321,procrustes-angular-score
0.9643810992211721,0.828409090909091,0.8396675084175084,0.9869277379201311,procrustes-angular-score
0.9667341933433978,0.8443813131313131,0.8396675084175084,1.0060688966399445,procrustes-angular-score
0.9686523451112464,0.8439393939393939,0.8396675084175084,1.0050747606781312,procrustes-angular-score
0.9702479207456818,0.841729797979798,0.8396675084175084,1.0022247461853115,procrustes-angular-score
0.9716358381248233,0.8402777777777777,0.8396675084175084,1.000231285196617,procrustes-angular-score
0.9729233748054784,0.8392676767676768,0.8396675084175084,0.9993142536099623,procrustes-angular-score
0.9742014789549726,0.8370580808080809,0.8396675084175084,0.9968663038632481,procrustes-angular-score
0.975527661818654,0.8375631313131313,0.8396675084175084,0.9969214213483508,procrustes-angular-score
0.976923767633451,0.8301767676767677,0.8396675084175084,0.987956782415774,procrustes-angular-score
0.9783871547024195,0.8308080808080809,0.8396675084175084,0.9890331857573504,procrustes-angular-score
0.9799020624894805,0.8311237373737375,0.8396675084175084,0.9897550320512335,procrustes-angular-score
0.9814454662844407,0.8342171717171718,0.8396675084175084,0.9939148345463471,procrustes-angular-score
0.9829835292236648,0.8444444444444444,0.8396675084175084,1.00585253319437,procrustes-angular-score
0.9844700066954782,0.8373106060606061,0.8396675084175084,0.9973666764771618,procrustes-angular-score
0.985848787664283,0.838699494949495,0.8396675084175084,0.9981381221416183,procrustes-angular-score
0.9870576178958392,0.8329545454545455,0.8396675084175084,0.9924091540303004,procrustes-angular-score
0.9880505782537565,0.8417929292929294,0.8396675084175084,1.0029714869709803,procrustes-angular-score
0.9888387264877753,0.8428661616161616,0.8396675084175084,1.0045968570601205,procrustes-angular-score
